matched_ids_avg,movieId_movies_metadata,avg_of_rating,budget,director_id,top_actor_id,genres,original_language,release_date,revenue,spoken_languages,runtime,production_countries,vote_count
tt0082398,tt0082398,3.442495126705653,28000000,10179,10222,12,100,198106,195312802,3,127.0,70,497
tt0097742,tt0097742,3.214536807278743,32000000,10179,10669,12,100,198907,156167015,2,133.0,70,549
tt0070328,tt0070328,3.49096966508855,7000000,9915,10222,12,100,197307,161777836,2,121.0,70,540
tt0059800,tt0059800,3.602801854464825,5500000,9855,738,12,100,196512,141195658,2,130.0,93,572
tt0185371,tt0185371,2.5772903610862428,19000000,57898,118,27,100,199910,40846082,1,93.0,27,211
tt0166943,tt0166943,3.3932783018867925,27000000,5140,5064,18,100,199910,14859394,2,124.0,27,49
tt0120601,tt0120601,3.934501071461847,13000000,5953,3036,14,100,199909,22863596,2,112.0,27,1124
tt0144178,tt0144178,3.2590361445783134,2000000,231521,11278,10749,100,199910,7,1,92.0,70,2
tt0119698,tt0119698,4.113995224524378,26500000,608,622,12,39,199707,159375308,1,134.0,158,2041
tt0120596,tt0120596,2.5402392604676454,51000000,20779,5577,35,100,199911,36911617,1,101.0,27,84
tt0145681,tt0145681,3.3133675128173063,73000000,13015,5292,18,100,199911,151493655,1,118.0,27,843
tt0140352,tt0140352,3.902060862865948,90000000,638,1158,18,100,199910,60289912,4,157.0,27,489
tt0083767,tt0083767,3.211725293132328,8000000,14999,11066,27,100,198211,21028755,2,120.0,27,228
tt0092796,tt0092796,2.729086229086229,3500000,15056,12950,27,100,198705,14000000,1,92.0,27,133
tt0089885,tt0089885,3.4974468085106385,900000,27991,27993,878,100,198510,2023414,2,86.0,27,263
tt0097240,tt0097240,3.8475896168108776,2500000,5216,2876,80,100,198909,4729352,1,100.0,27,117
tt0106856,tt0106856,3.596414342629482,25000000,5572,3392,80,100,199302,40903593,3,113.0,27,837
tt0018183,tt0018183,3.1527777777777777,483103,143561,100047,18,100,192710,1027757,1,80.0,27,2
tt0082817,tt0082817,3.071428571428572,5000000,58040,16483,28,100,198103,19905359,2,99.0,27,87
tt0094012,tt0094012,3.407870404615726,22700000,14639,14639,35,100,198706,38119483,1,96.0,27,924
tt0070608,tt0070608,3.682266435986159,15000000,57314,70843,16,100,197311,32056467,1,83.0,27,1155
tt0082484,tt0082484,3.2846715328467155,12000000,2352,5616,12,173,198112,55260558,1,100.0,200,111
tt0065988,tt0065988,3.967149871405191,15000000,6448,4483,12,100,197012,31559552,1,139.0,27,128
tt0086465,tt0086465,3.722071215004077,40600000,4610,776,35,100,198306,90400000,2,116.0,27,763
tt0083254,tt0083254,2.517191977077364,20000000,54590,54812,35,100,198107,2297493,1,98.0,27,7
tt0149691,tt0149691,3.029188779378317,23000000,39819,4038,18,100,199911,18653615,1,114.0,27,67
tt0120655,tt0120655,3.6202672605790647,10000000,19303,880,14,100,199911,30652890,1,130.0,27,842
tt0151137,tt0151137,3.0761464750171115,60000000,59,63,12,4,199910,66976317,2,148.0,4,373
tt0190641,tt0190641,2.226826608505998,30000000,65428,65424,16,39,199807,163644662,1,75.0,158,336
tt0056197,tt0056197,3.899770341207349,10000000,9894,11998,28,100,196209,50100000,3,178.0,27,237
tt0066473,tt0066473,3.667452830188679,25485000,2087,1936,36,100,197001,29548291,2,144.0,158,150
tt0095675,tt0095675,3.890635126377187,700000,309,2744,35,52,198803,7179298,1,88.0,52,149
tt0084855,tt0084855,3.8648960739030014,16000000,39996,3636,18,100,198212,53977250,1,129.0,27,132
tt0162661,tt0162661,3.534145722264534,100000000,510,85,18,100,199911,206071502,1,105.0,149,1774
tt0143145,tt0143145,3.2011004784688994,135000000,10781,517,12,100,199911,361832400,2,128.0,70,878
tt0185125,tt0185125,3.988116458704694,8272296,309,953,35,52,199904,67872296,1,101.0,52,337
tt0040522,tt0040522,4.114849481406527,133000,12329,42416,18,17,194811,361712,1,93.0,17,404
tt0093509,tt0093509,4.059865092748735,4000000,102445,2955,18,100,198708,1680358,2,132.0,27,33
tt0087781,tt0087781,3.790419708029197,28000000,8246,4135,18,100,198405,47951979,1,137.0,27,162
tt0093010,tt0093010,3.4338213436385256,14000000,7270,3392,10749,100,198709,320145693,1,119.0,27,305
tt0100680,tt0100680,3.103488372093023,23000000,18854,6352,18,100,199002,5820015,1,104.0,27,26
tt0095631,tt0095631,3.802032661570535,30000000,769,380,12,100,198807,38413606,2,126.0,27,241
tt0101393,tt0101393,3.3008921771298008,75000000,6159,6856,28,100,199105,152368585,1,137.0,27,360
tt0101889,tt0101889,3.5992723492723493,24000000,280,1229,35,100,199109,41895491,1,137.0,27,346
tt0088007,tt0088007,3.1215469613259668,18000000,21958,2461,18,100,198412,11500000,1,122.0,27,21
tt0146675,tt0146675,2.6857644430258536,100000000,37710,1100,28,100,199911,211989043,3,121.0,27,488
tt0120363,tt0120363,3.813140562814778,90000000,7879,31,16,100,199910,497366869,1,92.0,27,3914
tt0134154,tt0134154,3.303938356164384,38000000,1614,2219,18,100,199911,635096,1,138.0,27,49
tt0161023,tt0161023,3.448621553884712,312000,77003,47627,35,100,199911,1281176,1,102.0,27,11
tt0172396,tt0172396,3.602246320681642,23000000,17016,5469,18,100,199912,10827816,2,102.0,27,56
tt0099165,tt0099165,2.44633730834753,47000000,1150,31,35,100,199012,15691192,1,125.0,27,113
tt0100828,tt0100828,2.987889273356401,19000000,514,514,80,100,199008,10000000,1,138.0,27,48
tt0205000,tt0205000,2.621738089537946,17000000,64151,60949,35,100,199912,65535067,1,88.0,27,314
tt0120689,tt0120689,4.017085145643865,60000000,4027,31,14,100,199912,284600000,2,189.0,27,4166
tt0124315,tt0124315,3.68469400170337,24000000,5306,2219,18,100,199912,88545092,1,126.0,27,285
tt0067328,tt0067328,3.984416890080429,1300000,39012,19207,18,100,197110,29133000,1,118.0,27,133
tt0182789,tt0182789,3.1025396825396827,100000000,10965,2157,35,100,199912,93700000,1,131.0,149,998
tt0164912,tt0164912,2.880019749835418,133000000,18898,521,16,100,199912,300135367,1,84.0,149,998
tt0120910,tt0120910,3.509729619008603,80000000,5690,67773,16,100,199912,90874570,1,74.0,27,300
tt0175880,tt0175880,3.8583661273866783,37000000,4762,1231,18,100,199912,48451803,3,188.0,27,844
tt0119079,tt0119079,3.380952380952381,14000000,96854,5469,18,100,199912,206128,1,104.0,70,26
tt0174204,tt0174204,2.425,10000000,111807,1733,35,100,199909,929606,1,106.0,4,6
tt0146838,tt0146838,3.196700772603884,55000000,1152,1158,18,100,199912,100230832,1,163.0,27,430
tt0125664,tt0125664,3.5197981792256225,82000000,3974,206,35,100,199912,47434430,1,118.0,27,444
tt0177789,tt0177789,3.586550320670942,45000000,15002,12898,35,100,199912,90683916,1,102.0,27,722
tt0134119,tt0134119,3.4952299722011624,40000000,2239,1892,53,100,199912,128798265,2,139.0,27,790
tt0195945,tt0195945,2.8503075871496923,11000000,52112,9778,35,100,200001,59827328,1,98.0,27,145
tt0174856,tt0174856,3.731188863807374,50000000,13563,5292,18,100,199909,73956241,1,146.0,27,401
tt0145653,tt0145653,3.5041617122473245,25,9168,1639,18,100,199912,13,1,145.0,196,59
tt0196857,tt0196857,2.45280612244898,24000000,4037,3131,35,100,199912,8434146,2,124.0,27,53
tt0134983,tt0134983,2.316143497757848,90000000,1723,13548,27,100,200001,14828081,1,91.0,193,109
tt0070511,tt0070511,3.966446314102564,12000000,13265,13565,80,100,197312,53267000,2,151.0,27,445
tt0097162,tt0097162,3.5973502304147464,10000000,13015,2227,80,100,198904,7825000,2,96.0,14,178
tt0083929,tt0083929,3.6424443043295502,4500000,57434,2228,35,100,198208,27092880,1,90.0,27,330
tt0094924,tt0094924,3.4441624365482237,15000000,64061,5064,18,100,198811,6908797,1,120.0,14,49
tt0106364,tt0106364,3.491488326848249,6000000,34934,34947,28,100,199312,5617391,2,76.0,27,218
tt0102687,tt0102687,3.173076923076923,250000,16863,139211,18,100,199104,609524,1,85.0,27,15
tt0141399,tt0141399,2.288732394366197,36000000,41550,73931,18,149,200001,3003296,1,95.0,27,14
tt0104797,tt0104797,3.784136354980004,34000000,5281,5292,18,100,199211,48169908,2,202.0,27,377
tt0105417,tt0105417,2.9954582508443,31000000,716,2395,10402,100,199205,231605150,1,100.0,27,713
tt0108147,tt0108147,2.5841046919885096,38000000,1103,2395,10402,100,199312,57319029,1,107.0,27,384
tt0104389,tt0104389,3.1084610027855155,11700000,323,18750,53,100,199201,88036683,2,110.0,27,196
tt0106246,tt0106246,3.43197502464673,32000000,664,569,28,100,199301,36733909,2,120.0,27,383
tt0105323,tt0105323,3.769521150067225,31000000,769,1158,18,100,199212,134095253,2,157.0,27,763
tt0105793,tt0105793,3.450655693831125,20000000,58448,12073,10402,100,199202,121697323,2,94.0,27,738
tt0104694,tt0104694,3.496856948691811,40000000,14911,31,35,100,199207,107458785,1,128.0,27,362
tt0105112,tt0105112,3.605347241800583,45000000,13015,3,18,100,199206,178051587,1,117.0,27,440
tt0103855,tt0103855,2.7938257993384785,25000000,8843,8851,53,100,199211,411006740,1,129.0,27,681
tt0104070,tt0104070,2.9283208020050124,55000000,24,5064,14,100,199207,149022650,1,104.0,27,655
tt0104231,tt0104231,3.28451691557452,60000000,6159,500,12,100,199205,137783840,1,140.0,27,294
tt0105665,tt0105665,3.520780167699599,10000000,5602,6726,18,100,199206,4160851,1,134.0,27,429
tt0103893,tt0103893,2.91260199456029,7000000,64170,56128,28,100,199207,16624456,1,86.0,27,192
tt0104815,tt0104815,3.6194787107043376,220000,2294,20498,28,52,199209,2040920,1,81.0,184,243
tt0103759,tt0103759,3.310886252616888,1000000,39104,1037,80,100,199209,2019469,2,96.0,27,162
tt0134084,tt0134084,2.4358638743455496,40000000,5140,15234,27,100,200002,161834276,1,116.0,27,749
tt0105414,tt0105414,3.0642570281124497,16000000,23393,2233,53,100,199208,48017402,2,107.0,27,139
tt0144117,tt0144117,3.912651464554909,6000000,54795,5293,28,100,199901,30471,2,108.0,200,848
tt0171356,tt0171356,2.941747572815534,10000000,95818,18277,28,100,200002,1631839,1,101.0,27,24
tt0163978,tt0163978,3.06309926677947,40000000,2034,6193,18,100,200002,144056873,5,119.0,70,1271
tt0220099,tt0220099,2.9140471512770136,30000000,93301,12077,16,100,200002,45554533,1,77.0,27,146
tt0181984,tt0181984,3.499612327970537,26000000,24294,1771,80,100,200002,28780255,2,118.0,27,202
tt0162983,tt0162983,2.335476956055734,40000000,3092,5344,35,100,200002,36037909,1,94.0,149,42
tt0134847,tt0134847,3.4357891360136867,23000000,28239,12835,53,100,200002,53187659,1,108.0,27,1812
tt0190138,tt0190138,3.347201032742636,41300000,21217,62,35,100,200002,106371651,3,98.0,200,540
tt0021749,tt0021749,4.117536730228196,1500000,13848,13848,35,100,193101,19181,1,87.0,27,444
tt0012349,tt0012349,3.926602086438152,250000,13848,13848,35,100,192101,2500000,1,68.0,27,404
tt0184858,tt0184858,2.667995444191344,42000000,13776,880,53,100,200002,32168970,1,124.0,27,175
tt0199290,tt0199290,2.378205128205128,6000000,65134,55637,28,100,200003,9000000,1,82.0,27,15
tt0186045,tt0186045,2.695671378091873,16000000,17278,518,35,100,200003,15427192,1,96.0,27,43
tt0156841,tt0156841,2.3614762386248738,25000000,19304,3125,35,100,200003,24362772,2,108.0,27,29
tt0218043,tt0218043,3.5695322376738305,2053648,57328,77763,99,100,199910,500000,1,102.0,27,17
tt0086969,tt0086969,3.799180327868852,12000000,9168,8654,18,100,198412,1400000,1,120.0,27,112
tt0056875,tt0056875,2.81437125748503,24500,99916,99947,27,100,196306,4000000,1,67.0,27,26
tt0183523,tt0183523,2.6731800766283524,90000000,1150,33,878,100,200003,60874615,1,114.0,27,374
tt0142688,tt0142688,3.22410568155249,38000000,3556,85,27,100,199908,58401898,6,133.0,4,768
tt0078902,tt0078902,4.001626737651582,2300000,12804,6065,18,100,197905,20000000,1,100.0,27,80
tt0091217,tt0091217,3.8438279900172776,9000000,44847,193,18,100,198611,28607524,1,114.0,27,143
tt0094812,tt0094812,3.66785046728972,7000000,4037,1269,35,100,198806,50888000,2,108.0,27,154
tt0072890,tt0072890,3.959774212715389,1800000,39996,1158,80,100,197508,46665856,1,125.0,27,685
tt0069704,tt0069704,3.759242509892595,777000,1,3037,35,100,197308,140000000,1,110.0,27,330
tt0102138,tt0102138,3.651879271070615,40000000,1152,1269,18,100,199112,205405498,2,189.0,27,513
tt0092666,tt0092666,2.659806295399516,18000000,1927,326,35,100,198703,39321715,1,95.0,27,115
tt0093596,tt0093596,2.633211678832117,12000000,6729,1229,28,100,198708,5669831,1,83.0,27,21
tt0046435,tt0046435,3.3341766329346827,1805000,19606,20125,18,100,195304,4905000,4,98.0,27,27
tt0195685,tt0195685,3.5817736530033515,52000000,1884,1204,18,100,200003,256271286,2,131.0,27,730
tt0195714,tt0195714,3.109381603042682,23000000,57134,50398,27,100,200003,53302314,2,98.0,27,1416
tt0103074,tt0103074,3.585311305100642,16000000,578,4038,18,100,199105,45361000,1,130.0,27,766
tt0077975,tt0077975,3.791233917222136,2700000,4610,7171,35,100,197807,141000000,1,109.0,27,420
tt0097216,tt0097216,3.831457512661789,6500000,5281,1004,18,100,198906,37295445,1,120.0,27,301
tt0100168,tt0100168,3.2896907216494844,10000000,5281,5292,18,100,199008,16153593,1,129.0,27,48
tt0102175,tt0102175,3.175363558597092,14000000,5281,5281,18,100,199106,32482682,1,132.0,27,71
tt0071402,tt0071402,3.1891447368421053,3000000,19244,4960,28,100,197407,22000000,4,93.0,27,165
tt0082250,tt0082250,2.4359464627151053,2000000,19244,4960,28,100,198202,45000000,1,88.0,27,74
tt0089003,tt0089003,2.2587268993839835,9000000,19244,4960,28,100,198511,16945171,1,92.0,27,68
tt0109578,tt0109578,1.9197530864197527,5000000,52325,4960,28,100,199401,1702394,1,95.0,200,46
tt0036775,tt0036775,4.202603887997147,927262,3146,4091,18,100,194404,2500000,1,107.0,27,425
tt0101615,tt0101615,1.6525974025974026,6000000,4759,17338,18,100,199110,1193062,1,91.0,27,27
tt0100758,tt0100758,2.8455998594765504,13500000,18308,45041,878,100,199003,202000000,2,93.0,71,486
tt0103060,tt0103060,2.5334215751158173,25000000,59649,74932,878,100,199103,78000000,1,88.0,71,290
tt0108308,tt0108308,2.20695067264574,21000000,76418,74932,28,100,199303,42000000,1,96.0,71,189
tt0087985,tt0087985,3.2029077117572693,4200000,8328,723,28,100,198408,38376497,3,114.0,27,217
tt0090693,tt0090693,2.4241573033707864,8700000,12988,32747,28,100,198604,4865912,1,109.0,27,14
tt0092675,tt0092675,3.1812710640346653,1500000,70250,15111,28,100,198802,11806119,1,92.0,27,370
tt0077530,tt0077530,3.162440570522979,7000000,10930,6450,18,100,197808,20000000,1,104.0,27,46
tt0093105,tt0093105,3.6670547585067226,13000000,8246,2157,35,100,198712,123922370,1,121.0,27,658
tt0061735,tt0061735,3.842205323193917,4000000,4081,12147,35,100,196712,56666667,1,108.0,27,174
tt0165929,tt0165929,3.022416187264432,25000000,10765,1336,28,100,200003,91036760,2,115.0,27,334
tt0202402,tt0202402,2.764501160092808,15000000,161858,58006,18,100,200003,9902115,1,94.0,27,38
tt0127349,tt0127349,3.1476345840130504,8500000,33054,8289,18,100,200003,327418,1,105.0,200,22
tt0027977,tt0027977,4.096995622761639,1,13848,13848,18,100,193602,8500000,1,87.0,27,881
tt0057163,tt0057163,3.950844390832328,2500000,18854,3636,28,100,196305,10000000,1,112.0,27,69
tt0054997,tt0054997,4.085392521320796,2000000,14875,3636,18,100,196109,7600000,1,134.0,27,243
tt0075860,tt0075860,3.7725286224301366,20000000,488,3037,878,100,197711,303788635,4,135.0,27,1122
tt0099871,tt0099871,3.677532511978097,25000000,7270,504,18,100,199011,25965144,1,113.0,27,376
tt0093378,tt0093378,3.246359793330202,6500000,82219,38560,18,100,198707,54215416,1,108.0,27,120
tt0089457,tt0089457,3.56414676188131,20000000,7187,4756,12,100,198503,18432000,1,121.0,27,264
tt0091445,tt0091445,3.427121771217712,6000000,11834,17444,35,100,198603,8200000,1,108.0,27,53
tt0146882,tt0146882,3.814945754844281,30000000,3224,3036,35,100,200003,47126295,2,113.0,70,636
tt0138749,tt0138749,3.2769861061631635,95000000,27005,11181,12,100,200003,76432727,1,89.0,27,892
tt0192614,tt0192614,2.7777777777777777,15000000,18878,11866,80,100,200003,35007180,1,106.0,200,160
tt0061619,tt0061619,3.638240574506284,4653000,11435,4165,37,100,196612,6000000,2,120.0,27,96
tt0102057,tt0102057,3.2084663763909047,70000000,488,2157,12,100,199112,300854823,1,144.0,27,1563
tt0077928,tt0077928,3.891871848116286,2300000,9168,69010,18,100,197809,35000000,3,121.0,70,309
tt0100157,tt0100157,3.7557171562529903,20000000,3026,3085,18,100,199011,61276872,1,107.0,27,1085
tt0089643,tt0089643,3.474120082815735,13000000,18854,35,35,100,198512,30867525,2,107.0,27,14
tt0074958,tt0074958,4.009896940945526,3800000,39996,6450,18,100,197611,23689877,2,121.0,27,391
tt0093640,tt0093640,3.771080139372822,15000000,21370,1269,28,100,198708,35509515,2,114.0,27,155
tt0075029,tt0075029,3.93054794520548,3700000,190,190,18,100,197606,31800000,3,135.0,27,303
tt0165643,tt0165643,2.8658256880733943,10000000,56381,3223,18,100,199909,5241315,1,98.0,27,20
tt0186151,tt0186151,3.5501866445458314,31000000,17812,6065,80,100,200004,68106245,1,118.0,27,473
tt0217756,tt0217756,2.433628318584071,24000000,53177,15234,28,100,200004,12372410,1,107.0,27,51
tt0122459,tt0122459,3.5611729019211324,24000000,5149,12640,10749,100,200004,36609995,2,115.0,27,68
tt0160797,tt0160797,3.303084648493544,60000000,15175,2176,28,100,200004,71000000,2,128.0,27,178
tt0077572,tt0077572,3.302007299270073,5000000,9915,3,28,100,197811,7230000,2,118.0,70,94
tt0082031,tt0082031,3.302742287316921,7000000,122944,56819,35,100,198107,95461682,1,97.0,27,125
tt0086927,tt0086927,3.066811384466956,6000000,57359,31,35,100,198406,38435947,2,105.0,27,156
tt0093773,tt0093773,3.6411710252256415,18000000,1090,1100,878,100,198706,98235548,2,107.0,27,2129
tt0102713,tt0102713,3.0933734939759034,30000000,10400,1733,18,100,199112,74787599,1,132.0,27,57
tt0144084,tt0144084,3.574484210526316,7000000,16378,3894,53,100,200004,34266564,3,102.0,200,2128
tt0171433,tt0171433,3.4206521739130435,30000000,819,7399,35,100,200004,37036004,3,127.0,27,161
tt0166175,tt0166175,3.5633535660091047,3800000,65865,11851,35,100,199905,28200000,3,97.0,70,60
tt0074860,tt0074860,3.85992952428895,6500000,19304,4483,53,100,197610,21709020,5,125.0,27,227
tt0080487,tt0080487,3.6729853212792847,6000000,1524,54812,35,100,198007,39846344,1,98.0,27,370
tt0176783,tt0176783,2.8019145802650955,14000000,19012,11866,18,100,200004,5108820,2,90.0,27,70
tt0199725,tt0199725,3.4224137931034484,20000000,71947,77196,28,100,200004,27728118,2,124.0,27,93
tt0141926,tt0141926,3.346660339304781,62000000,7213,10297,28,100,200004,127666415,4,116.0,4,345
tt0159097,tt0159097,3.6462978254885767,6000000,1769,4512,18,100,199904,10409377,1,97.0,27,841
tt0104549,tt0104549,2.9661016949152543,20000000,8966,1271,80,100,199211,11390479,1,124.0,27,74
tt0158622,tt0158622,1.8611111111111112,83000000,13581,13633,878,100,200004,59468275,1,90.0,27,140
tt0198021,tt0198021,3.3026255181943807,15000000,34481,524,35,100,200004,33771174,1,120.0,27,159
tt0189584,tt0189584,3.273346303501945,7000000,998589,1979,35,100,200004,3728888,1,90.0,27,91
tt0154421,tt0154421,3.5478348439073515,2500000,42,6120,18,89,199804,7235,1,117.0,3,107
tt0106521,tt0106521,1.6721938775510203,1000000,46442,6587,27,4,199305,1753979,1,83.0,27,21
tt0172495,tt0172495,3.9548147006363816,103000000,578,934,28,100,200005,457640427,1,155.0,70,5566
tt0188674,tt0188674,3.680327868852459,600000,68281,42604,35,100,199906,4000000,1,99.0,70,98
tt0071772,tt0071772,2.875409836065574,160000,89373,64457,18,100,197405,4000000,1,86.0,27,18
tt0185183,tt0185183,1.6077819392426134,44000000,5058,8891,28,100,200005,21400000,2,118.0,27,259
tt0210616,tt0210616,3.281651997291808,18000000,55476,65871,18,100,200005,17200925,1,115.0,27,95
tt0171359,tt0171359,3.407763259031514,2000000,54469,569,18,100,200005,1568749,1,112.0,27,35
tt0089791,tt0089791,3.234393757503001,6000000,510,5129,12,100,198507,40940662,1,90.0,27,239
tt0130623,tt0130623,3.0860872438863187,127500000,65855,61962,16,100,200005,354248063,1,82.0,27,563
tt0215129,tt0215129,3.139338035811177,16000000,57130,33654,35,100,200005,119754278,1,93.0,27,550
tt0080881,tt0080881,3.0955631399317407,2500000,67834,4040,35,100,198005,10000000,1,91.0,27,18
tt0119746,tt0119746,3.0826771653543306,2000000,86203,10401,18,100,199709,458815,1,93.0,27,5
tt0120755,tt0120755,2.9744713514584262,125000000,11401,500,12,100,200005,546388105,1,123.0,149,1966
tt0184894,tt0184894,3.26879181424636,55000000,46076,18897,12,100,200005,56932305,3,110.0,71,756
tt0015864,tt0015864,4.0595335515548285,923000,13848,13848,12,100,192506,2500000,1,95.0,27,308
tt0064757,tt0064757,3.41888,6500000,9868,10167,12,100,196912,81974493,2,142.0,70,464
tt0076752,tt0076752,3.5363139793647584,14000000,10076,10222,12,100,197707,185438673,3,125.0,70,515
tt0079574,tt0079574,3.15889752127266,34000000,10076,10222,28,100,197906,210308099,2,126.0,4,551
tt0071807,tt0071807,3.474960876369327,7000000,9915,10222,12,100,197412,97572000,3,125.0,70,533
tt0208003,tt0208003,2.377238239757208,30000000,1215,78029,80,100,200005,173959438,1,98.0,149,514
tt0080365,tt0080365,3.054703135423616,4800000,1035,1205,53,100,198002,22743674,4,117.0,27,137
tt0054953,tt0054953,3.808001035732781,6000000,18669,8487,28,100,196104,28900000,3,158.0,70,191
tt0105466,tt0105466,2.5343980343980346,25000000,37710,27772,35,100,199208,10736401,1,87.0,27,51
tt0071230,tt0071230,3.858894464227905,2600000,14639,68091,37,100,197402,119500000,3,93.0,27,619
tt0074486,tt0074486,3.627682403433477,10000,5602,6718,18,100,197703,7000000,1,89.0,27,500
tt0059578,tt0059578,3.988626421697288,600000,4385,190,37,17,196512,15000000,1,132.0,17,988
tt0099582,tt0099582,3.247292843691149,26000000,5572,2628,18,100,199008,61489265,3,115.0,27,413
tt0084522,tt0084522,2.73212927756654,4000000,12698,64221,35,100,198111,125728258,1,94.0,27,185
tt0086129,tt0086129,2.0592369477911645,6500000,12698,64221,35,100,198306,33759266,1,98.0,200,61
tt0089826,tt0089826,2.071599045346062,9000000,16008,64221,35,100,198503,20518905,1,92.0,200,48
tt0100403,tt0100403,2.875155376009944,35000000,2042,1109,878,100,199011,57120318,1,108.0,27,743
tt0093894,tt0093894,3.212261206143089,27000000,12988,1100,28,100,198711,38122105,1,101.0,27,713
tt0088172,tt0088172,3.40668044077135,22000000,11770,1229,28,100,198412,28744356,1,115.0,27,219
tt0094631,tt0094631,3.1519668737060043,16000000,43513,3085,80,100,198810,32155047,1,91.0,27,81
tt0079501,tt0079501,3.5272744255557638,400000,20629,2461,12,100,197904,100000000,1,93.0,14,1235
tt0082694,tt0082694,3.6374429648943103,2000000,20629,2461,12,100,198112,24600832,1,95.0,14,981
tt0089530,tt0089530,3.116689591930307,12305523,20629,2461,28,100,198506,36230219,1,107.0,14,765
tt0092563,tt0092563,3.5729950900163665,17000000,9168,2295,27,100,198703,17185632,2,113.0,27,326
tt0091635,tt0091635,3.0005112474437627,17000000,7270,2295,18,100,198602,6735922,1,117.0,27,183
tt0087262,tt0087262,2.978623914495658,15000000,67753,18181,14,100,198405,17080167,2,114.0,27,174
tt0094612,tt0094612,2.2496954933008526,7000000,63709,1101,28,100,198802,20256975,2,96.0,27,51
tt0187078,tt0187078,3.091405740378343,90000000,58498,2963,28,100,200006,237202299,1,118.0,27,1511
tt0182295,tt0182295,2.993993993993994,13000000,11181,4941,35,100,200003,299792,1,93.0,4,14
tt0067741,tt0067741,3.276765375854214,4000000,6558,6487,12,100,197107,12121618,1,100.0,27,68
tt0071360,tt0071360,4.050400173047804,1600000,1776,193,80,100,197404,4420000,1,113.0,27,377
tt0077588,tt0077588,3.064625850340136,5500000,1150,2090,27,100,197803,24000000,1,118.0,27,73
tt0070666,tt0070666,3.918536380792619,3000000,39996,1158,80,100,197312,29800000,3,129.0,17,429
tt0043338,tt0043338,3.94553706505295,1821052,3146,2090,18,100,195106,1300000,3,111.0,27,128
tt0072226,tt0072226,3.4453488372093024,3000000,488,18892,80,100,197404,12800000,1,110.0,27,70
tt0090728,tt0090728,3.472477831688138,25000000,11770,6856,28,100,198605,11000000,2,99.0,27,727
tt0204175,tt0204175,2.6957163958641064,16000000,64815,33260,35,100,200006,20627372,1,94.0,27,107
tt0162650,tt0162650,2.980269780551641,46000000,6482,2231,28,100,200006,107196498,3,99.0,149,316
tt0120913,tt0120913,3.273282797029703,75000000,12881,1892,16,100,200006,36754634,2,94.0,27,320
tt0188030,tt0188030,3.763888888888889,3000000,19842,965,18,52,199909,6000000,3,96.0,52,44
tt0120630,tt0120630,3.519379650110597,45000000,7314,2461,16,100,200006,224834564,1,84.0,70,1190
tt0183505,tt0183505,2.9745951982132888,51000000,7395,206,35,100,200006,149270999,2,116.0,27,956
tt0187393,tt0187393,3.460671050205862,110000000,6046,2461,18,100,200006,215294342,1,165.0,149,1130
tt0131704,tt0131704,2.21630005640158,76000000,588701,14343,28,100,200006,35134820,1,88.0,149,89
tt0177971,tt0177971,3.075110864745011,120000000,5231,1461,18,100,200003,325756637,1,130.0,27,609
tt0087727,tt0087727,2.518430439952437,1500000,64195,51576,28,100,198411,22812411,2,101.0,27,107
tt0089604,tt0089604,2.132796780684105,2410000,57154,51576,28,100,198503,10755447,2,100.0,27,65
tt0099800,tt0099800,2.796875,2500000,68215,79320,35,100,199003,26386000,1,100.0,27,52
tt0070679,tt0070679,2.657258064516129,2142000,6778,6487,12,100,197306,1458000,1,112.0,27,6
tt0069257,tt0069257,2.7,1978000,6558,6487,28,100,197206,10000000,1,104.0,27,7
tt0219854,tt0219854,3.1151202749140894,65000000,12962,62,14,100,200007,69700000,1,104.0,27,242
tt0175142,tt0175142,2.7277346084877467,19000000,35689,28639,35,100,200007,278019771,1,88.0,27,1468
tt0179116,tt0179116,3.3838546458141674,1200000,59466,10871,35,100,199909,2600000,1,85.0,27,101
tt0087277,tt0087277,3.1219304643812302,8200000,18378,4724,18,100,198402,80035402,1,107.0,27,525
tt0038499,tt0038499,3.336996336996337,6000000,29962,39554,37,100,194612,20400000,1,144.0,27,38
tt0120903,tt0120903,3.5702685272045027,75000000,9032,2387,12,100,200007,296339527,1,104.0,27,4172
tt0163676,tt0163676,2.278776978417266,15000000,56263,65239,53,100,200007,5217498,2,105.0,27,15
tt0161081,tt0161081,3.2194089993284085,100000000,24,3,18,100,200007,155464351,1,130.0,27,504
tt0210234,tt0210234,2.0397301349325336,30000000,65428,67830,12,39,199907,133949270,2,84.0,158,201
tt0076716,tt0076716,3.159375,3500000,21520,30560,28,100,197707,16000000,1,113.0,70,39
tt0103241,tt0103241,3.4081400636653023,35000000,7908,1532,35,100,199105,63710000,1,100.0,27,265
tt0068555,tt0068555,3.5376873661670234,2000000,1243,1243,35,100,197208,18016290,2,88.0,27,218
tt0073312,tt0073312,3.952962577962578,3000000,1243,1243,36,100,197506,20173742,1,85.0,27,176
tt0144528,tt0144528,2.229654255319149,84000000,13426,776,14,100,200007,123307945,1,106.0,27,338
tt0200550,tt0200550,2.7234668691854944,45000000,48980,15555,35,100,200007,113916474,1,100.0,27,590
tt0164052,tt0164052,2.5436792234804715,95000000,10491,4724,28,100,200008,190213455,1,112.0,149,645
